target_velocity,r,random_seed
[0.],369.43430070043524,5073
[0.00050005],369.6566705855515,5073
[0.0010001],369.06089186290205,5073
[0.00150015],369.57012025129336,5073
[0.0020002],368.27267539851954,5073
[0.00250025],369.47116328597167,5073
[0.0030003],366.28463856929193,5073
[0.00350035],368.41354082498515,5073
[0.0040004],362.4479772280091,5073
[0.00450045],370.03412816232407,5073
[0.0050005],369.6090171718302,5073
[0.00550055],368.84460182385936,5073
[0.0060006],368.41584735300955,5073
[0.00650065],367.63309614500065,5073
[0.0070007],368.8786994860524,5073
[0.00750075],367.0244566698002,5073
[0.0080008],366.9307456385366,5073
[0.00850085],365.2079767186478,5073
[0.0090009],367.61281226554064,5073
[0.00950095],368.1034430475245,5073
[0.010001],367.1164792988157,5073
[0.01050105],365.8339765476756,5073
[0.0110011],363.34707451675143,5073
[0.01150115],363.18948819293524,5073
[0.0120012],364.7706595709892,5073
[0.01250125],366.5818325071884,5073
[0.0130013],364.52016417227003,5073
[0.01350135],365.56034327585365,5073
[0.0140014],367.17938310856346,5073
[0.01450145],363.741340702981,5073
[0.0150015],359.9194716454142,5073
[0.01550155],365.40744548900375,5073
[0.0160016],362.99609708610325,5073
[0.01650165],362.1606803412084,5073
[0.0170017],360.7658301910675,5073
[0.01750175],360.8703174405391,5073
[0.0180018],360.06916754285146,5073
[0.01850185],363.022659257805,5073
[0.0190019],362.1249987172191,5073
[0.01950195],360.65293509790394,5073
[0.020002],358.4380162725935,5073
[0.02050205],362.9781909211901,5073
[0.0210021],361.4562700411407,5073
[0.02150215],359.0628243923083,5073
[0.0220022],363.97931943612133,5073
[0.02250225],353.15995586968586,5073
[0.0230023],359.95913920809306,5073
[0.02350235],354.7306847840306,5073
[0.0240024],364.42668944796185,5073
[0.02450245],359.2363665671552,5073
[0.0250025],359.49227645240967,5073
[0.02550255],361.07507172850444,5073
[0.0260026],360.54455952900156,5073
[0.02650265],359.5712354210975,5073
[0.0270027],359.4891402475631,5073
[0.02750275],359.251362443783,5073
[0.0280028],360.75331768954663,5073
[0.02850285],357.7014967811087,5073
[0.0290029],358.1331072582592,5073
[0.02950295],357.3033475707013,5073
[0.030003],357.60689712101254,5073
[0.03050305],357.1774976164641,5073
[0.0310031],358.97548431170696,5073
[0.03150315],356.4980713365728,5073
[0.0320032],357.39063648893045,5073
[0.03250325],358.9769255233456,5073
[0.0330033],355.78463899007835,5073
[0.03350335],358.3062902174239,5073
[0.0340034],355.6900653514085,5073
[0.03450345],354.1955256678459,5073
[0.0350035],359.1200856641464,5073
[0.03550355],355.1746026148506,5073
[0.0360036],354.26326944317697,5073
[0.03650365],356.0823805496343,5073
[0.0370037],354.0541286189847,5073
[0.03750375],350.9364652676218,5073
[0.0380038],355.80041477419394,5073
[0.03850385],357.7081886491846,5073
[0.0390039],354.21541743854357,5073
[0.03950395],351.3797671045967,5073
