target_velocity,r,random_seed
[0.],374.6348901277657,5069
[0.00030003],377.17962828728446,5069
[0.00060006],374.12200731483586,5069
[0.00090009],373.20909203878796,5069
[0.00120012],378.1199460589306,5069
[0.00150015],374.1991354628235,5069
[0.00180018],373.5658288741094,5069
[0.00210021],377.4156832416584,5069
[0.00240024],378.92585876712644,5069
[0.00270027],376.2941733495702,5069
[0.0030003],373.2200023648868,5069
[0.00330033],375.3300596083074,5069
[0.00360036],377.8102305696425,5069
[0.00390039],375.9079243906778,5069
[0.00420042],374.28175929530533,5069
[0.00450045],376.6979853884228,5069
[0.00480048],374.5027958971424,5069
[0.00510051],375.96324576847564,5069
[0.00540054],378.7185951004371,5069
[0.00570057],374.3077046106711,5069
[0.0060006],373.8769024255343,5069
[0.00630063],373.82476488279923,5069
[0.00660066],374.8535650067333,5069
[0.00690069],373.3364231150681,5069
[0.00720072],377.54886956423195,5069
[0.00750075],376.1967282110319,5069
[0.00780078],371.731338336435,5069
[0.00810081],372.1741863461106,5069
[0.00840084],372.0037335198067,5069
[0.00870087],372.2102274785285,5069
[0.0090009],370.7714931734477,5069
[0.00930093],372.1276515828707,5069
[0.00960096],373.9109710466873,5069
[0.00990099],371.7134983583822,5069
[0.01020102],369.85219965073395,5069
[0.01050105],373.42329804650586,5069
[0.01080108],371.0561866975516,5069
[0.01110111],377.86583409203035,5069
[0.01140114],370.25794606019787,5069
[0.01170117],372.8263472061279,5069
[0.0120012],370.56247201868433,5069
[0.01230123],372.37516690597266,5069
[0.01260126],374.00192949012285,5069
[0.01290129],373.0660544989385,5069
[0.01320132],368.5412991534389,5069
[0.01350135],371.06080193921156,5069
[0.01380138],369.5631881596672,5069
[0.01410141],371.25839219767875,5069
[0.01440144],371.9335532943275,5069
[0.01470147],373.25099625218314,5069
[0.0150015],368.1823627032069,5069
[0.01530153],370.68838899067185,5069
[0.01560156],376.29008904966923,5069
[0.01590159],369.9743185199553,5069
[0.01620162],368.6073706452732,5069
[0.01650165],371.4833194450786,5069
[0.01680168],367.1398006094063,5069
[0.01710171],369.1819655343686,5069
[0.01740174],370.86798954528376,5069
[0.01770177],374.3141959069933,5069
[0.0180018],370.75922720797985,5069
[0.01830183],371.04236419790163,5069
[0.01860186],369.66932156349463,5069
[0.01890189],369.51506816126084,5069
[0.01920192],370.7016378740166,5069
[0.01950195],368.458473472942,5069
[0.01980198],369.51117006063765,5069
[0.02010201],366.97382865860044,5069
[0.02040204],369.3047236493079,5069
[0.02070207],368.1551131019471,5069
[0.0210021],369.08472452422546,5069
[0.02130213],373.5704406285243,5069
[0.02160216],369.35120594677494,5069
[0.02190219],362.1036831441027,5069
[0.02220222],368.5765735328963,5069
[0.02250225],368.6855293877529,5069
[0.02280228],371.38583989010795,5069
[0.02310231],368.226346320458,5069
[0.02340234],368.9358456683376,5069
[0.02370237],368.4075804756579,5069
[0.0240024],368.6563584906178,5069
[0.02430243],368.3548573983815,5069
[0.02460246],368.11414621507475,5069
[0.02490249],366.30617579497107,5069
[0.02520252],369.3913224076601,5069
[0.02550255],370.43798144185644,5069
[0.02580258],367.2952219473153,5069
[0.02610261],366.78890480579616,5069
[0.02640264],372.211316287233,5069
[0.02670267],366.57315815886665,5069
[0.0270027],365.3981074549383,5069
[0.02730273],368.3424261100236,5069
[0.02760276],365.4291810745207,5069
[0.02790279],367.29591639316703,5069
[0.02820282],368.11822865172525,5069
[0.02850285],368.7924912858061,5069
[0.02880288],366.5848430333511,5069
[0.02910291],365.02439364324835,5069
[0.02940294],371.97629571449517,5069
[0.02970297],365.62148498981156,5069
[0.030003],366.50986491538106,5069
[0.03030303],371.6922993333562,5069
[0.03060306],363.36536641901984,5069
[0.03090309],366.2787688914888,5069
[0.03120312],364.39178620508045,5069
[0.03150315],365.3442685661013,5069
[0.03180318],363.58516862762326,5069
[0.03210321],362.52419727416526,5069
[0.03240324],365.7523398775162,5069
[0.03270327],366.8913491218332,5069
[0.0330033],363.7281165677908,5069
[0.03330333],363.3503130741971,5069
[0.03360336],361.78581427926804,5069
[0.03390339],367.08266272243355,5069
[0.03420342],365.43352640313276,5069
[0.03450345],364.3729859883844,5069
[0.03480348],361.34932923197925,5069
[0.03510351],363.58981994577664,5069
[0.03540354],367.5091297527018,5069
[0.03570357],367.2612581920081,5069
[0.0360036],368.7594052748585,5069
[0.03630363],365.3155426252163,5069
[0.03660366],364.04062002470744,5069
[0.03690369],363.63993229983896,5069
[0.03720372],360.0276577721369,5069
[0.03750375],365.98982811020227,5069
[0.03780378],364.438734940613,5069
[0.03810381],364.29986933146665,5069
[0.03840384],362.2497960141046,5069
[0.03870387],368.1780709964319,5069
[0.0390039],364.58884042117353,5069
[0.03930393],360.883326218166,5069
[0.03960396],365.2731636162294,5069
[0.03990399],360.6203471072994,5069
[0.04020402],362.87724813610504,5069
[0.04050405],362.61693707271525,5069
[0.04080408],361.5019145301659,5069
[0.04110411],361.53702664606476,5069
[0.04140414],366.1792216219863,5069
[0.04170417],361.5622002630097,5069
[0.0420042],361.212131571723,5069
[0.04230423],360.52915402675256,5069
[0.04260426],365.66130408982065,5069
[0.04290429],361.09309984011475,5069
[0.04320432],361.2816387815055,5069
[0.04350435],359.8313810084613,5069
[0.04380438],361.95786632960113,5069
[0.04410441],360.5649678114779,5069
[0.04440444],360.73511910504465,5069
[0.04470447],359.4731714200121,5069
[0.0450045],362.15984552446844,5069
[0.04530453],359.9318955610942,5069
[0.04560456],361.17954418342237,5069
[0.04590459],360.5309142263419,5069
[0.04620462],363.8198308685144,5069
[0.04650465],359.4648073110792,5069
[0.04680468],359.81039323748877,5069
[0.04710471],361.3922487822022,5069
[0.04740474],359.9687163298683,5069
[0.04770477],360.31350363368335,5069
[0.0480048],366.028186643994,5069
[0.04830483],358.16230201012013,5069
[0.04860486],360.20442764170997,5069
[0.04890489],356.82597317181785,5069
[0.04920492],364.2374134012025,5069
[0.04950495],359.329715167172,5069
[0.04980498],361.21797444619887,5069
[0.05010501],363.5626222584382,5069
[0.05040504],357.7910183087494,5069
[0.05070507],355.3459434972396,5069
[0.0510051],358.1594016944655,5069
[0.05130513],358.9465170223481,5069
[0.05160516],356.4795761512616,5069
[0.05190519],358.2595282942093,5069
[0.05220522],355.78969662741804,5069
[0.05250525],358.1138783399985,5069
[0.05280528],358.4331931341052,5069
[0.05310531],356.585230733053,5069
[0.05340534],358.5162963712018,5069
[0.05370537],359.20885219704087,5069
[0.0540054],357.4705375573145,5069
[0.05430543],355.7516014406296,5069
[0.05460546],357.2610950277794,5069
[0.05490549],357.05991827286476,5069
[0.05520552],356.4332965651353,5069
[0.05550555],358.66861209409876,5069
[0.05580558],356.50305723831804,5069
[0.05610561],356.87776031755845,5069
[0.05640564],356.24482959370937,5069
[0.05670567],358.98894167344747,5069
[0.0570057],354.5029187920346,5069
[0.05730573],362.5967022239972,5069
[0.05760576],354.5759335216922,5069
[0.05790579],357.6303120561969,5069
[0.05820582],354.03721507579496,5069
[0.05850585],356.7356160698565,5069
[0.05880588],357.78251841641674,5069
[0.05910591],360.6677814024486,5069
[0.05940594],355.667628044826,5069
[0.05970597],356.7268883979082,5069
[0.060006],355.02865329702405,5069
[0.06030603],354.64715219010185,5069
[0.06060606],355.3654781291055,5069
[0.06090609],355.789533047545,5069
