target_velocity,r,random_seed
[0.],375.0065759404166,2878
[0.00050005],376.08652431641104,2878
[0.0010001],377.79488944657675,2878
[0.00150015],374.7031321277442,2878
[0.0020002],376.0377844044203,2878
[0.00250025],380.00160249271835,2878
[0.0030003],375.56850860694067,2878
[0.00350035],372.3163600383717,2878
[0.0040004],376.6437949367139,2878
[0.00450045],373.7147491578326,2878
[0.0050005],373.2890116868198,2878
[0.00550055],377.0215404360506,2878
[0.0060006],372.40105374954004,2878
[0.00650065],375.0122723753704,2878
[0.0070007],371.54087753067665,2878
[0.00750075],379.39735485704904,2878
[0.0080008],371.2966079660341,2878
[0.00850085],375.07687865958053,2878
[0.0090009],375.6815475704505,2878
[0.00950095],370.3552867285081,2878
[0.010001],369.8075158051084,2878
[0.01050105],371.93002046129203,2878
[0.0110011],371.3787410727266,2878
[0.01150115],371.8597370419281,2878
[0.0120012],376.9498100968427,2878
[0.01250125],370.4356427703038,2878
[0.0130013],368.8605314007837,2878
[0.01350135],370.57671479914814,2878
[0.0140014],372.4920048507167,2878
[0.01450145],371.3622032687602,2878
[0.0150015],369.51745109921154,2878
[0.01550155],370.2037935521653,2878
[0.0160016],370.2381156722951,2878
[0.01650165],371.13472408710703,2878
[0.0170017],375.7548999646879,2878
[0.01750175],366.82667082685896,2878
[0.0180018],371.4922936178586,2878
[0.01850185],370.6494244190954,2878
[0.0190019],366.8721111864877,2878
[0.01950195],368.5201480176242,2878
[0.020002],368.75761681665284,2878
[0.02050205],367.9812622229965,2878
[0.0210021],366.91951677021933,2878
[0.02150215],367.3399844632312,2878
[0.0220022],365.2884541226472,2878
[0.02250225],373.6371599160143,2878
[0.0230023],365.6925593941328,2878
[0.02350235],363.3577154312321,2878
[0.0240024],367.7455040058868,2878
[0.02450245],371.79265904356345,2878
[0.0250025],368.6003463023121,2878
[0.02550255],366.16393905593696,2878
[0.0260026],363.8754722319071,2878
[0.02650265],364.1649869121955,2878
[0.0270027],367.8606481602874,2878
[0.02750275],368.28502807788146,2878
[0.0280028],365.8397477745754,2878
[0.02850285],366.80250560815364,2878
[0.0290029],363.3701784273879,2878
[0.02950295],369.67821101333834,2878
[0.030003],364.55573122192163,2878
[0.03050305],364.50934229779557,2878
[0.0310031],363.3919672924062,2878
[0.03150315],365.5696719862894,2878
[0.0320032],367.15254837771494,2878
[0.03250325],365.08699161564954,2878
[0.0330033],368.0121470542118,2878
[0.03350335],362.0228950385384,2878
[0.0340034],365.2378645783452,2878
[0.03450345],364.1761407715395,2878
[0.0350035],363.0115653693775,2878
[0.03550355],363.34103309672946,2878
[0.0360036],364.7121032363799,2878
[0.03650365],368.85955504075474,2878
[0.0370037],365.8671928406825,2878
[0.03750375],361.4423023234542,2878
[0.0380038],359.80132288478933,2878
[0.03850385],364.238241428432,2878
[0.0390039],367.5851471109727,2878
[0.03950395],363.8094183021918,2878
[0.040004],359.8946653156154,2878
[0.04050405],367.8746706594905,2878
[0.0410041],361.18810385442083,2878
[0.04150415],362.9390370301233,2878
[0.0420042],363.87566413035825,2878
[0.04250425],362.378124834383,2878
[0.0430043],360.5829971922407,2878
[0.04350435],358.66361886046013,2878
[0.0440044],360.90606096509134,2878
[0.04450445],354.97908464139584,2878
[0.0450045],359.78103873477835,2878
[0.04550455],359.08208643727215,2878
[0.0460046],364.22554086131106,2878
[0.04650465],367.03211803259603,2878
[0.0470047],360.0503099308473,2878
[0.04750475],358.59403316334607,2878
[0.0480048],359.71531176165695,2878
[0.04850485],364.9362891772372,2878
[0.0490049],359.18161140219667,2878
[0.04950495],356.8828221324176,2878
[0.050005],359.19574372325604,2878
[0.05050505],358.5351638214916,2878
[0.0510051],356.385332535244,2878
[0.05150515],364.4669932568904,2878
[0.0520052],358.61987611440605,2878
[0.05250525],361.0198422410985,2878
[0.0530053],359.76922376900427,2878
[0.05350535],360.64641842210847,2878
[0.0540054],356.21242462114714,2878
[0.05450545],360.6734459736867,2878
[0.0550055],360.01077754144916,2878
[0.05550555],354.850365103543,2878
[0.0560056],362.1648882774313,2878
[0.05650565],358.01404551253626,2878
[0.0570057],357.3864666084065,2878
[0.05750575],356.8755372352792,2878
[0.0580058],356.87664046985157,2878
[0.05850585],355.42913506476646,2878
[0.0590059],354.1547202348539,2878
[0.05950595],355.0969125764321,2878
[0.060006],359.73349575580323,2878
[0.06050605],354.12549712123393,2878
[0.0610061],355.46581380368747,2878
[0.06150615],354.99770960070805,2878
[0.0620062],355.2628632451863,2878
[0.06250625],354.48578153355135,2878
[0.0630063],359.4085010098959,2878
[0.06350635],353.3047060076771,2878
[0.0640064],356.6975563986032,2878
[0.06450645],351.75265991301694,2878
[0.0650065],353.44609193960997,2878
[0.06550655],352.60992942835725,2878
[0.0660066],353.77660271874305,2878
[0.06650665],354.4369585300119,2878
[0.0670067],352.76245259111784,2878
[0.06750675],353.34695649219185,2878
[0.0680068],352.1130472457647,2878
[0.06850685],353.7955723635387,2878
[0.0690069],348.03027414536984,2878
[0.06950695],353.7243257137687,2878
[0.070007],353.4135143366196,2878
[0.07050705],351.6026835272469,2878
[0.0710071],351.74203478183694,2878
[0.07150715],353.1198527811261,2878
[0.0720072],351.0251055196545,2878
[0.07250725],351.03162362002496,2878
[0.0730073],351.2637619652685,2878
[0.07350735],353.16369139360864,2878
[0.0740074],352.72800865913774,2878
[0.07450745],348.71714218579575,2878
[0.0750075],355.7575858035236,2878
[0.07550755],355.21292256723194,2878
[0.0760076],350.6476969283273,2878
[0.07650765],353.154309771003,2878
[0.0770077],349.93761291212724,2878
[0.07750775],349.63827601270316,2878
[0.0780078],348.93182835652374,2878
[0.07850785],348.7268351344153,2878
[0.0790079],348.7859678492529,2878
[0.07950795],342.6734719198383,2878
[0.080008],348.8026177607857,2878
[0.08050805],349.9673042449495,2878
[0.0810081],355.59420378751247,2878
[0.08150815],344.2665404693134,2878
[0.0820082],346.19482278698894,2878
[0.08250825],348.4539083247798,2878
[0.0830083],345.06860778779276,2878
[0.08350835],345.60216424591135,2878
[0.0840084],345.87243645176534,2878
[0.08450845],344.0931411308997,2878
[0.0850085],346.20824071210643,2878
[0.08550855],345.43714502196786,2878
[0.0860086],345.0652998288711,2878
[0.08650865],350.23823715924254,2878
[0.0870087],347.7391426978791,2878
[0.08750875],347.36432675812813,2878
[0.0880088],344.7505101842348,2878
[0.08850885],345.5670885246466,2878
[0.0890089],345.62225257239584,2878
[0.08950895],352.2691196110988,2878
[0.090009],344.9259226756858,2878
[0.09050905],353.25727424876646,2878
[0.0910091],346.44125050991704,2878
[0.09150915],343.7197058002934,2878
[0.0920092],343.7986940784673,2878
[0.09250925],346.563482394951,2878
[0.0930093],344.3959749406004,2878
[0.09350935],347.0351165719543,2878
[0.0940094],343.44684032030045,2878
[0.09450945],343.52657053010375,2878
[0.0950095],343.3358116730225,2878
[0.09550955],342.72940213114316,2878
[0.0960096],349.73601621736134,2878
[0.09650965],343.73036701704615,2878
[0.0970097],342.0568370172924,2878
[0.09750975],340.1682859807783,2878
[0.0980098],343.20943203824805,2878
[0.09850985],341.0358886957969,2878
[0.0990099],347.5662896662425,2878
[0.09950995],347.838198714219,2878
[0.10001],342.2744914562675,2878
[0.10051005],342.7988586849615,2878
[0.1010101],342.31744981835567,2878
[0.10151015],343.40047020998077,2878
[0.1020102],339.69152244164223,2878
[0.10251025],331.1523186143472,2878
[0.1030103],341.5071247236667,2878
[0.10351035],341.5510631721831,2878
[0.1040104],339.1334137624712,2878
[0.10451045],340.42268061414467,2878
[0.1050105],342.81950026902456,2878
[0.10551055],340.349102573671,2878
[0.1060106],339.8614378855822,2878
[0.10651065],343.60591003600615,2878
[0.1070107],340.3926526803156,2878
[0.10751075],339.52915441755255,2878
[0.1080108],338.4018488845001,2878
[0.10851085],339.3431540972214,2878
[0.1090109],337.95041868040494,2878
[0.10951095],344.497281086947,2878
[0.110011],340.84201471538603,2878
[0.11051105],345.7766185300299,2878
[0.1110111],337.1652203669439,2878
[0.11151115],338.1640739561573,2878
[0.1120112],336.5660150489114,2878
[0.11251125],337.6378389426403,2878
[0.1130113],337.7983278215002,2878
[0.11351135],337.33847224697786,2878
[0.1140114],338.5133081908487,2878
[0.11451145],335.99972066038004,2878
[0.1150115],339.054198406937,2878
[0.11551155],339.59344685440675,2878
[0.1160116],337.05032295848304,2878
[0.11651165],338.27725718147536,2878
[0.1170117],338.40658262036294,2878
[0.11751175],337.90335539901287,2878
[0.1180118],336.2670350485862,2878
[0.11851185],338.08448860198956,2878
[0.1190119],333.35433655799676,2878
[0.11951195],335.7400888265375,2878
[0.120012],336.48838939113995,2878
[0.12051205],333.8746730744253,2878
[0.1210121],335.8565501380998,2878
[0.12151215],336.4008626477879,2878
[0.1220122],340.5577368773909,2878
[0.12251225],336.93890352085396,2878
[0.1230123],332.18146677295704,2878
[0.12351235],334.76441329972414,2878
[0.1240124],335.3120880245164,2878
[0.12451245],333.08126243582507,2878
[0.1250125],330.48785308151486,2878
[0.12551256],335.24742381420003,2878
[0.12601261],331.444973324814,2878
[0.12651265],331.93971074541423,2878
[0.1270127],337.77685925599826,2878
[0.12751275],335.48142235702556,2878
[0.1280128],331.90987945445585,2878
[0.12851284],330.9341410294684,2878
[0.1290129],332.80827535018676,2878
[0.12951295],336.91837551223773,2878
[0.130013],331.60263766700615,2878
[0.13051306],331.62975203663177,2878
[0.1310131],332.2048357573688,2878
[0.13151315],330.64812165453833,2878
[0.1320132],332.2948897344349,2878
[0.13251325],332.12476194240014,2878
[0.13301331],330.3913633341752,2878
[0.13351335],332.6835756217522,2878
[0.1340134],330.42561955493557,2878
[0.13451345],330.31843933603375,2878
[0.1350135],329.9798926744449,2878
[0.13551354],333.2773048479716,2878
[0.1360136],332.99075637566744,2878
[0.13651365],334.6690452501461,2878
[0.1370137],330.6593415411404,2878
[0.13751376],335.8138558159231,2878
[0.1380138],329.67577126912335,2878
[0.13851385],332.9892374150969,2878
[0.1390139],328.5235352135668,2878
[0.13951395],332.4848584217559,2878
[0.14001401],326.0647175227294,2878
[0.14051405],337.58918096097307,2878
[0.1410141],329.22393148324267,2878
[0.14151415],332.4064955535168,2878
[0.1420142],325.9458161210139,2878
[0.14251426],327.85875075892466,2878
[0.1430143],327.159522952632,2878
[0.14351435],330.26906969390456,2878
[0.1440144],335.16838686800685,2878
[0.14451446],332.8168973241402,2878
[0.1450145],324.36012097982496,2878
[0.14551455],333.9717891446397,2878
[0.1460146],325.4155121335136,2878
[0.14651465],327.0298831070847,2878
[0.1470147],325.11544792300066,2878
[0.14751475],330.73457701871916,2878
[0.1480148],326.50801050931705,2878
[0.14851485],329.27316649175935,2878
[0.1490149],326.4087083221127,2878
[0.14951496],323.9578752604003,2878
[0.150015],323.5393823741501,2878
[0.15051505],333.72075059679656,2878
[0.1510151],327.5433186209202,2878
[0.15151516],323.91704076774954,2878
[0.1520152],323.08865236820105,2878
[0.15251525],323.7079149705389,2878
[0.1530153],323.64582886675356,2878
[0.15351535],328.79771874273655,2878
[0.1540154],331.4943438564481,2878
[0.15451545],323.0203619146314,2878
[0.1550155],327.3611437293379,2878
[0.15551555],324.8558548476972,2878
[0.1560156],323.5671549218159,2878
[0.15651566],327.977819567969,2878
[0.1570157],327.9091317451359,2878
[0.15751575],328.68400257807133,2878
[0.1580158],320.4245133101839,2878
[0.15851586],323.3837747253527,2878
[0.15901591],321.47602695355647,2878
[0.15951595],325.25389182540584,2878
[0.160016],326.32117298487975,2878
[0.16051605],322.68179939301746,2878
[0.1610161],322.28646462793995,2878
[0.16151614],317.08404296208647,2878
[0.1620162],324.96519492461664,2878
[0.16251625],320.6459946854291,2878
[0.1630163],324.8325616927611,2878
[0.16351636],320.3026229073211,2878
[0.1640164],332.4543515512575,2878
[0.16451645],317.5830792699517,2878
[0.1650165],319.43519516920395,2878
[0.16551656],322.02996373459155,2878
[0.16601661],320.70848070596986,2878
[0.16651665],326.4351554776255,2878
[0.1670167],318.49559816393696,2878
[0.16751675],319.84697864470724,2878
[0.1680168],326.5535510756846,2878
[0.16851684],319.4644558106797,2878
[0.1690169],315.8632862368188,2878
[0.16951695],313.28260499295936,2878
[0.170017],318.0832575978,2878
[0.17051706],316.7288911287396,2878
[0.1710171],318.8025953106661,2878
[0.17151715],320.409636832155,2878
[0.1720172],318.25105234616245,2878
[0.17251725],317.89656028389595,2878
[0.17301731],315.9672014545282,2878
[0.17351735],323.51828052485223,2878
[0.1740174],319.3633172987395,2878
[0.17451745],323.9943200392,2878
[0.1750175],315.25087472386235,2878
[0.17551756],315.7477518767429,2878
[0.1760176],318.12036563875586,2878
[0.17651765],319.61760593301585,2878
[0.1770177],316.9911679100122,2878
[0.17751776],321.8017350983105,2878
[0.1780178],315.77602381952664,2878
[0.17851785],320.816713733244,2878
[0.1790179],316.375727555261,2878
[0.17951795],316.90602595461036,2878
[0.18001801],314.5776622556572,2878
[0.18051805],318.80188088104524,2878
[0.1810181],319.50042317635985,2878
[0.18151815],316.67897523805635,2878
[0.1820182],320.605909811498,2878
[0.18251826],313.67414892039983,2878
[0.1830183],309.71689395061804,2878
[0.18351835],309.1164751955193,2878
[0.1840184],311.1867996928885,2878
[0.18451846],317.65891654708116,2878
[0.1850185],319.4348402272106,2878
[0.18551855],311.34333481874376,2878
[0.1860186],314.77114987733034,2878
[0.18651865],322.2348063531336,2878
[0.1870187],315.7193082067613,2878
[0.18751875],311.0790186239618,2878
[0.1880188],311.1671887600289,2878
[0.18851885],311.20520462026445,2878
[0.1890189],313.08853609376905,2878
[0.18951896],312.43432634013,2878
[0.190019],309.4974426723985,2878
[0.19051905],310.81734184932014,2878
[0.1910191],309.57842083247374,2878
[0.19151916],314.97828963703006,2878
[0.19201921],311.65948476877793,2878
[0.19251925],315.9771557180717,2878
[0.1930193],314.5093854251922,2878
[0.19351935],313.8996992043496,2878
[0.1940194],312.2153272866746,2878
[0.19451945],308.6428893754973,2878
[0.1950195],308.56477813574355,2878
[0.19551955],309.07050202336075,2878
[0.1960196],316.71679817733377,2878
[0.19651966],309.600561310119,2878
[0.1970197],307.90464748796194,2878
[0.19751975],311.1311681579553,2878
[0.1980198],308.96548206790345,2878
[0.19851986],314.5479875244559,2878
[0.19901991],307.44980744636814,2878
[0.19951995],308.64694217748826,2878
[0.20002],311.86239821606677,2878
[0.20052005],307.9348202426551,2878
[0.2010201],304.84498833667527,2878
[0.20152014],307.154442129328,2878
[0.2020202],308.0353179622631,2878
[0.20252025],307.62128421572163,2878
[0.2030203],305.2604268192188,2878
[0.20352036],313.0821041094899,2878
[0.2040204],308.80214901452894,2878
[0.20452045],308.53020750164256,2878
[0.2050205],310.417643044276,2878
[0.20552056],314.81885216975934,2878
[0.20602061],304.577903286823,2878
[0.20652065],310.3923703046235,2878
[0.2070207],304.54079625598024,2878
[0.20752075],310.9548355728453,2878
[0.2080208],302.53879194486524,2878
[0.20852086],304.648027597008,2878
[0.2090209],312.579510249225,2878
[0.20952095],305.11469999847935,2878
[0.210021],308.9709739789838,2878
[0.21052106],304.2384825325246,2878
[0.2110211],300.4955189510966,2878
[0.21152115],306.83150822493053,2878
[0.2120212],312.4991845943255,2878
[0.21252126],301.66238649387,2878
[0.21302131],302.07907279562477,2878
[0.21352135],302.40618940816154,2878
[0.2140214],307.046153212622,2878
[0.21452145],314.6132498773287,2878
[0.2150215],305.6914713771489,2878
[0.21552156],303.5809728635124,2878
[0.2160216],304.88580862432633,2878
[0.21652165],301.48336290346094,2878
[0.2170217],302.19835286101005,2878
[0.21752176],301.1603031386491,2878
[0.2180218],304.5002967156466,2878
[0.21852185],305.4258380619319,2878
[0.2190219],306.34286111753437,2878
[0.21952195],303.91651716598466,2878
[0.22002201],309.2661107387579,2878
[0.22052205],298.40187029644284,2878
[0.2210221],298.7286669571234,2878
[0.22152215],303.85220262318774,2878
[0.2220222],296.0226143376475,2878
[0.22252226],297.0742026241945,2878
[0.2230223],302.04860339780913,2878
[0.22352235],311.47788662840253,2878
[0.2240224],297.3959999344364,2878
[0.22452246],298.5798882126057,2878
[0.22502251],302.79689365634584,2878
[0.22552255],302.59552346071257,2878
[0.2260226],304.31039636891944,2878
[0.22652265],295.3714053074559,2878
[0.22702271],303.59123279028654,2878
[0.22752275],296.88466201563307,2878
[0.2280228],297.94288546465344,2878
[0.22852285],297.91561837160697,2878
[0.2290229],298.7604370780446,2878
[0.22952296],303.621554972699,2878
[0.230023],312.06737387305634,2878
[0.23052305],303.69163980083437,2878
[0.2310231],295.8282213751823,2878
[0.23152316],295.1197484284737,2878
[0.23202321],299.5286633412569,2878
[0.23252325],301.97903671217784,2878
[0.2330233],300.67565991255316,2878
