target_velocity,r,random_seed
[0.],373.78133849577046,5069
[0.00030003],370.2468256884441,5069
[0.00060006],366.9879277225514,5069
[0.00090009],369.22844126636625,5069
[0.00120012],369.0188146570631,5069
[0.00150015],369.29261195677566,5069
[0.00180018],368.7734558192921,5069
[0.00210021],369.31752177407105,5069
[0.00240024],368.1282268229316,5069
[0.00270027],369.2857435218602,5069
[0.0030003],366.2846035630651,5069
[0.00330033],368.4900249438547,5069
[0.00360036],362.5898409075478,5069
[0.00390039],370.24265378347104,5069
[0.00420042],369.90568333796676,5069
[0.00450045],369.17880304868925,5069
[0.00480048],368.4012490788991,5069
[0.00510051],368.1796058408564,5069
[0.00540054],369.48786274997997,5069
[0.00570057],367.86044809298573,5069
[0.0060006],367.6699031123192,5069
[0.00630063],366.0436041601112,5069
[0.00660066],368.49055290084544,5069
[0.00690069],369.0644103310915,5069
[0.00720072],368.11656381167097,5069
[0.00750075],365.4638720701121,5069
[0.00780078],365.81005636400124,5069
[0.00810081],367.46714223827695,5069
[0.00840084],366.2127147903327,5069
[0.00870087],367.9970990537783,5069
[0.0090009],365.97882504673225,5069
[0.00930093],367.21938401874957,5069
[0.00960096],368.7850531355187,5069
[0.00990099],365.4260944073397,5069
[0.01020102],361.0657251638643,5069
[0.01050105],367.22844804828566,5069
[0.01080108],364.7303703489777,5069
[0.01110111],364.15012274353506,5069
[0.01140114],362.6237210713178,5069
[0.01170117],363.0381881834001,5069
[0.0120012],362.2722074538522,5069
[0.01230123],364.7079120302002,5069
[0.01260126],364.4562255801847,5069
[0.01290129],362.8333837470032,5069
[0.01320132],360.9987443915258,5069
[0.01350135],365.4664718667668,5069
[0.01380138],364.11065656486306,5069
[0.01410141],361.86155750699913,5069
[0.01440144],366.8499899186419,5069
[0.01470147],356.09192022125694,5069
[0.0150015],361.72602643933914,5069
[0.01530153],361.12834144871545,5069
[0.01560156],363.13056118988607,5069
[0.01590159],364.14667795019926,5069
[0.01620162],362.7902612730688,5069
[0.01650165],364.3842165261588,5069
[0.01680168],363.816489174613,5069
[0.01710171],362.8942264590102,5069
[0.01740174],363.0974193276508,5069
[0.01770177],362.81862416355193,5069
[0.0180018],364.5060536399967,5069
[0.01830183],361.44303084415833,5069
[0.01860186],361.99030388124714,5069
[0.01890189],361.04362476741,5069
[0.01920192],361.57984163713985,5069
[0.01950195],361.1763280856041,5069
[0.01980198],362.9218115158768,5069
[0.02010201],360.64673242810085,5069
[0.02040204],361.50894986511446,5069
[0.02070207],362.8528891799364,5069
[0.0210021],360.2229947531306,5069
[0.02130213],362.82986820092435,5069
[0.02160216],359.7554009925635,5069
[0.02190219],358.8309967454999,5069
[0.02220222],363.87637974718615,5069
[0.02250225],363.35621510355855,5069
[0.02280228],365.49326920775445,5069
[0.02310231],358.3216752286974,5069
[0.02340234],285.88028071863624,5069
[0.02370237],356.4018701707869,5069
[0.0240024],361.0396494270351,5069
[0.02430243],361.9470608441962,5069
[0.02460246],359.39405291027856,5069
[0.02490249],356.8266629244908,5069
[0.02520252],361.7877864378434,5069
[0.02550255],357.52997949447195,5069
[0.02580258],360.8170086349492,5069
[0.02610261],359.60064294614097,5069
[0.02640264],364.21531491126126,5069
[0.02670267],360.03029914100745,5069
[0.0270027],360.702678193651,5069
[0.02730273],356.4051315151232,5069
[0.02760276],357.97987298287904,5069
[0.02790279],358.0357464317337,5069
[0.02820282],362.2460914840941,5069
[0.02850285],357.4287900296034,5069
[0.02880288],360.2132291900574,5069
[0.02910291],358.9540491275562,5069
[0.02940294],358.6160067765843,5069
[0.02970297],364.0729265746402,5069
[0.030003],359.51147455695946,5069
[0.03030303],358.3548292991706,5069
[0.03060306],356.3784857963564,5069
[0.03090309],357.67249272783806,5069
[0.03120312],356.733296641919,5069
[0.03150315],356.1434351662764,5069
[0.03180318],357.2913763969422,5069
[0.03210321],358.5686972967354,5069
[0.03240324],358.6651276677453,5069
[0.03270327],359.5815624127384,5069
[0.0330033],354.81084067581156,5069
[0.03330333],354.33893680178915,5069
[0.03360336],357.83724123667184,5069
[0.03390339],359.07889636639356,5069
[0.03420342],359.607304576326,5069
[0.03450345],356.2732257341374,5069
[0.03480348],355.10018061197803,5069
[0.03510351],357.00576149372813,5069
[0.03540354],357.2539663066321,5069
[0.03570357],356.963727743754,5069
[0.0360036],356.38243881089454,5069
[0.03630363],356.3198770001833,5069
[0.03660366],356.9109223261189,5069
[0.03690369],358.10063549067445,5069
[0.03720372],352.99642893533036,5069
